seqname,tax_id
A00000122,f__Hyphomonadaceae
A00000121,g__Helicobacter
A00000120,g__Helicobacter
A00000439,g__Streptococcus
A00000438,o__Solibacterales
A00000129,g__Lactobacillus
A00000128,g__Lactobacillus
A00004736,g__Dehalobacter
A00004737,f__Burkholderiaceae
A00004734,g__Escherichia
A00004732,g__Mycobacterium
A00004733,g__Escherichia
A00004730,g__Escherichia
A00004731,g__Mycobacterium
A00004738,g__Thioalkalivibrio
A00004739,f__Rhodobacteraceae
A00001562,g__Treponema
A00005511,g__Helicobacter
A00001528,g__Nitrosomonas
A00001529,g__Novosphingobium
A00001520,g__Mycobacterium
A00001521,g__Mycobacterium
A00001522,g__Mycobacterium
A00001523,g__Mycoplasma
A00001524,f__Entomoplasmataceae
A00001525,g__Ureaplasma
A00001526,g__Myxococcus
A00001527,g__Nitrosomonas
A00005069,g__Escherichia
A00005068,g__Escherichia
A00005061,g__Pseudomonas
A00005060,g__Pseudomonas
A00005063,g__Pseudomonas
A00005062,g__Bacillus
A00005065,g__Pseudomonas
A00005064,g__Pseudomonas
A00005067,g__Mycobacterium
A00005066,g__Pseudomonas
A00003968,f__Dermacoccaceae
A00003969,g__Methylobacterium
A00003966,g__Vibrio
A00003967,g__Escherichia
A00003964,g__Methylocystis
A00003965,g__Mycobacterium
A00003962,g__Lactobacillus
A00003963,g__Enterococcus
A00003960,g__Amycolatopsis
A00003961,g__Lactobacillus
A00002381,g__Burkholderia
A00002380,f__Neisseriaceae
A00002383,g__Wolbachia
A00002382,g__Haemophilus
A00002385,g__Enterococcus
A00002384,g__Agrobacterium
A00002387,g__Congregibacter
A00002386,g__Streptococcus
A00002389,f__Enterobacteriaceae
A00002388,g__Sphingobium
A00003388,g__Micromonospora
A00003389,g__Neisseria
A00003382,g__Myroides
A00003383,g__Streptococcus
A00003380,g__Helicobacter
A00003381,g__Escherichia
A00003386,g__Xanthomonas
A00003387,g__Xanthomonas
A00003384,g__Thermocrispum
A00003385,f__Rhodobacteraceae
A00003030,g__Capnocytophaga
A00003031,g__Pantoea
A00003032,f__Halobacteroidaceae
A00003033,f__Lachnospiraceae
A00003034,g__Methylobacterium
A00003035,g__Bacillus
A00003036,g__Bacteroides
A00003037,g__Rickettsia
A00003038,g__Bacteroides
A00003039,g__Streptococcus
A00000608,g__Delftia
A00000609,g__Desulfococcus
A00000606,g__Coxiella
A00000607,g__Deinococcus
A00000604,g__Chloroflexus
A00000605,g__Abiotrophia
A00000602,g__Vulcanisaeta
A00000603,g__Candidatus_Sulcia
A00000600,g__Brucella
A00000601,g__Burkholderia
A00001304,f__Desulfurobacteriaceae
A00001305,g__Desulfurococcus
A00004123,g__Treponema
A00004122,g__Escherichia
A00001953,g__Pyrobaculum
A00001952,f__Thermoproteaceae
A00001955,f__Methanococcaceae
A00001954,g__Desulfurococcus
A00001957,f__Halobacteriaceae
A00001956,f__Halobacteriaceae
A00001959,f__Methanosarcinaceae
A00001958,f__Cenarchaeaceae
A00004129,g__Corynebacterium
A00004128,g__Lachnoclostridium
A00003803,g__Dasania
A00003802,f__[Halobacillaceae]
A00003805,f__Rhodobacteraceae
A00003804,g__Streptococcus
A00003807,g__Haemophilus
A00003806n0,g__Thermotoga
A00003806n1,g__Thermotoga
A00005609,g__Streptococcus
A00005608,f__Verrucomicrobiaceae
A00004387,g__Anaerostipes
A00004386,f__Rhodospirillales
A00004385,g__Escherichia
A00004384,o__Pirellulales
A00004383,f__Rhodobacteraceae
A00004382,g__Mycobacterium
A00004381,g__Bradyrhizobium
A00004380,g__Saccharomonospora
A00004389,g__Propionibacterium
A00004388,g__Chlamydia
A00005605,g__Marinobacterium
A00005604,f__Alteromonadaceae
A00005607,f__Acetobacteraceae
A00005606,g__Prevotella
A00005601,g__Bifidobacterium
A00005600,g__Staphylococcus
A00005603,g__Porphyromonas
A00005602,g__Cellulomonas
A00004260,g__Borrelia
A00004261,g__Mesorhizobium
A00001566,g__Weissella
A00002604,g__Vibrio
A00002605,f__Rhodospirillales
A00002606,g__Mycoplasma
A00002976,g__Campylobacter
A00002977,g__Streptococcus
A00002602,g__Marinobacter
A00003620,g__Campylobacter
A00004264,g__Ruminococcus
A00002978n0,g__Dehalobacter
A00002978n1,g__Dehalobacter
A00002979,f__Xanthomonadaceae
A00002608,g__Staphylococcus
A00003623,g__Frankia
A00001561,g__Treponema
A00003557,g__Mycobacterium
A00003556,g__Corynebacterium
A00003555,g__Escherichia
A00003622,g__Staphylococcus
A00003553,f__Sphingobacteriaceae
A00003552,f__Methylophilaceae
A00003551,g__Salmonella
A00003550,g__Vibrio
A00003625,g__Prevotella
A00001563,g__Treponema
A00003559,g__Vibrio
A00003558,o__Entomoplasmatales
A00001775,p__Synergistetes
A00001774,g__Fusobacterium
A00001777,g__Arthrospira
A00001776,g__Campylobacter
A00001771,g__Prevotella
A00003627,f__Ectothiorhodospiraceae
A00001773,s__periodonticum
A00001772,g__Prevotella
A00003626,f__Pseudonocardiaceae
A00001779,g__Leptotrichia
A00001778,g__Fusobacterium
A00005388,g__Desulfovibrio
A00005389,g__Thioalkalivibrio
A00005380,f__Rhodocyclaceae
A00005381,g__Methylophilus
A00005382,g__Spirochaeta
A00005383,g__Gordonia
A00005384,g__Gordonia
A00005385,g__Gordonia
A00005386,f__Sphingomonadaceae
A00005387,g__Thioalkalivibrio
A00005476,g__Salinispora
A00005477,g__Salinispora
A00005474,o__Bacillales
A00005475,f__Clostridiaceae
A00005472,f__Dermatophilaceae
A00005473,g__Brevibacillus
A00005470,f__Microbacteriaceae
A00005471,o__Bacillales
A00005478,f__Paenibacillaceae
A00005479,g__Paenibacillus
A00005025,g__Pseudomonas
A00005024,g__Pseudomonas
A00005026,g__Nodosilinea
A00005021,g__Klebsiella
A00005020,g__Klebsiella
A00002031,g__Sphingomonas
A00002030,g__Streptomyces
A00001744,g__Sphingobacterium
A00004513,g__Candidatus_Accumulibacter
A00004510,g__Anabaena_Nostoc
A00001031,f__Leptotrichaceae
A00001036,g__Streptococcus
A00001037,f__Streptosporangiaceae
A00001742,g__Capnocytophaga
A00001743,f__Flavobacteriaceae
A00001221,g__Hyphomicrobium
A00003739,g__Listeria
A00003738,g__Leuconostoc
A00003733,p__Synergistetes
A00003732,f__Flammeovirgaceae
A00003731,g__Cycloclasticus
A00003730,g__Desulfotomaculum
A00003737,f__Coxiellaceae
A00003736,g__Thermus
A00003735,g__Acinetobacter
A00003734,g__Lachnoclostridium
A00000445,g__Actinobacillus
A00002002,g__Sinorhizobium_Ensifer
A00001225,f__Methanosarcinaceae
A00001224,g__Legionella
A00002000,g__Pontibacter
A00000419,g__Mycobacterium
A00000418,g__Methanosaeta
A00000149,g__Methanosarcina
A00000148,f__Methanosarcinaceae
A00000413n0,g__Leptospira
A00000413n1,g__Leptospira
A00000144,f__Hyphomonadaceae
A00000147,f__Phyllobacteriaceae
A00000146,g__Mesorhizobium
A00000141,g__Listeria
A00000140,g__Listeria
A00000143,f__Pasteurellaceae
A00000142,g__Magnetospirillum
A00001746,g__Porphyromonas
A00004124,g__Bacillus
A00004248,g__Chlamydia
A00004249,g__Enterococcus
A00004718,g__Bacteroides
A00004719,g__Bacteroides
A00001548,g__Streptococcus
A00001549,g__Streptococcus
A00001546,o__Chlamydiales
A00004715,g__Bacteroides
A00004240,g__Rhodococcus
A00001545,g__Salmonella
A00001542,g__Ramlibacter
A00001543,g__Rickettsia
A00004244,g__Escherichia
A00001541,g__Pyrococcus
A00002011,g__Clostridium
A00002010,g__Pseudomonas
A00002013,g__Saprospira
A00002012,g__Rickettsia
A00002015,g__Peptostreptococcus
A00002014,f__Chromatiaceae
A00002017,g__Neisseria
A00002016,g__Enterococcus
A00002019,g__Melissococcus
A00002018,f__Bacillaceae
A00005045,g__Teredinibacter
A00005044,g__Acidobacterium
A00005043,g__Streptococcus
A00005042,f__Pseudonocardiaceae
A00005041,g__Thioalkalivibrio
A00005040,g__Streptomyces
A00003944,g__Pseudomonas
A00003945,g__Mucilaginibacter
A00003946,f__Eubacteriaceae
A00003947,g__Campylobacter
A00003940,g__Bacillus
A00003941n0,g__Rhizobium
A00003941n1,g__Rhizobium
A00003942,g__Haemophilus
A00003943,f__Erysipelotrichaceae
A00003948,g__Lachnoclostridium
A00003949,g__Labrenzia
A00002600,g__Vibrio
A00002601,f__Aurantimonadaceae
A00005413,g__Salmonella
A00003056,g__Dialister
A00003057,g__Streptococcus
A00003054,g__Listeria
A00003055,g__Lactobacillus
A00003052,f__Synechococcaceae
A00003053,g__Brucella
A00003050,g__Xanthomonas
A00003051,g__Bryantella
A00003058,f__Pseudonocardiaceae
A00003059,g__Enterococcus
A00000624,g__Salmonella
A00000625,g__Salmonella
A00000626,g__Shewanella
A00000627,g__Shewanella
A00000620,f__Synechococcaceae
A00000621,f__Micrococcaceae
A00000622,g__Rickettsia
A00000623,g__Salinispora
A00000628,o__Myxococcales
A00000629,g__Thermotoga
A00004141,g__Acinetobacter
A00004140,g__Saccharomonospora
A00004143,g__Streptococcus
A00004142,g__Glaciecola
A00004145,g__Pseudomonas
A00004144,g__Pseudomonas
A00004147,g__Rhodobacter
A00004146,g__Brevibacterium
A00002609,g__Collinsella
A00001751,f__Helicobacteraceae
A00000080,g__Dehalococcoides
A00000081,g__Deinococcus
A00000082,g__Desulfitobacterium
A00000083,g__Desulotalea
A00000084,g__Desulfovibrio
A00000085,g__Desulfovibrio
A00000086,g__Ehrlichia
A00000087,g__Ehrlichia
A00000088,g__Ehrlichia
A00000089,g__Enterococcus
A00001977n0,f__Halobacteriaceae
A00001977n1,f__Halobacteriaceae
A00001976,f__Halobacteriaceae
A00001973,f__Methanomicrobiaceae
A00001972,f__Sulfolobaceae
A00001971,f__Halobacteriaceae
A00001970,f__Sulfolobaceae
A00001979,f__Halobacteriaceae
A00001285,g__Bifidobacterium
A00001284,g__Bifidobacterium
A00001287,g__Caldicellulosiruptor
A00001286,g__Burkholderia
A00001281,g__Bifidobacterium
A00001280,g__Bartonella
A00001283,g__Bifidobacterium
A00001282,g__Bifidobacterium
A00001289,g__Caldicellulosiruptor
A00001288,g__Caldicellulosiruptor
A00002958,g__Pasteurella
A00002950,g__Pediococcus
A00002951,g__Sinorhizobium_Ensifer
A00002952,g__Paenibacillus
A00002954,g__Streptococcus
A00002955,g__Enterococcus
A00002956,g__Vibrio
A00002957,g__Staphylococcus
A00000880,g__Streptococcus
A00000881,g__Streptococcus
A00000882,g__Streptococcus
A00000883,g__Streptococcus
A00001029,f__Flavobacteriaceae
A00001028,g__Rhodothermus
A00001759,g__Sphingobacterium
A00001758,g__Bacteroides
A00001753,g__Porphyromonas
A00001752,f__Helicobacteraceae
A00001023,g__Methanocaldococcus
A00001750,g__Prevotella
A00001757,g__Parabacteroides
A00001756,g__Chlamydia
A00001755,g__Campylobacter
A00001754,g__Sulfurihydrogenibium
A00005458,o__Solibacterales
A00005459,g__Bacillus
A00002488,f__Thermaceae
A00002489,g__Brucella
A00002486,f__Chromatiaceae
A00005455,f__[Halobacillaceae]
A00005456,g__Streptococcus
A00002485,g__Riemerella
A00002482,f__Rhodobacteraceae
A00002483,g__Sulfitobacter
A00002480,g__Candidatus_Arthromitus
A00002481,g__Bacteroides
A00002247,g__Burkholderia
A00002740,g__Methylotenera
A00005624,g__Bacteroides
A00004365,o__Rhizobiales
A00004496,f__Spirolinaceae
A00004367,g__Bacteroides
A00004494,g__Pseudanabaena
A00003539,g__Burkholderia
A00003538,g__Campylobacter
A00003534,g__Vibrio
A00003537,g__Vibrio
A00003536,g__Rhodothermus
A00003531,g__Rhizobium
A00003530,o__Rhizobiales
A00003533,g__Bacillus
A00003532,g__Clostridium
A00000721,g__Lactobacillus
A00004491,f__Phormdiaceae
A00000720,g__Kocuria
A00004362,f__Neisseriaceae
A00000723,g__Leptospira
A00002228,g__Prevotella
A00000722,g__Lactobacillus
A00002222,g__Atopobium
A00000725,f__Methylacidiphilaceae
A00002220,g__Bacillus
A00002221,g__Bradyrhizobium
A00002226,g__Listeria
A00002227,g__Acetobacterium
A00002224,g__Mesorhizobium
A00000724,g__Leptospira
A00000727,g__Mycobacterium
A00000726,g__Methylobacterium
A00003283,g__Mobiluncus
A00003282,g__Peptoclostridium
A00003281,g__Neisseria
A00003280,g__Lactobacillus
A00003287,g__Oribacterium
A00003286,g__Flavobacterium
A00003285,g__Microvirga
A00003284,g__Kangiella
A00003289,g__Candidatus_Pelagibacter
A00003288,f__Flavobacteriaceae
A00005366,g__Bacillus
A00005367,g__Pseudomonas
A00005364,f__Erysipelotrichaceae
A00005365,g__Leifsonia
A00001402,g__Erwinia
A00005362,f__[Salsuginibacillaceae]
A00005363,g__Bacillus
A00002400,g__Chlamydia
A00002401,g__Ureaplasma
A00002408,g__Oribacterium
A00001404,g__Escherichia
A00005149,g__Pseudomonas
A00000163,g__Ureaplasma
A00000162,g__Ureaplasma
A00000161,f__Entomoplasmataceae
A00000160,g__Mycobacterium
A00000167,g__Mycoplasma
A00000166,g__Mycoplasma
A00000165,g__Mycoplasma
A00000164,g__Mycoplasma
A00000169,g__Ureaplasma
A00000168,f__Entomoplasmataceae
A00003421,g__Enterococcus
A00004088,f__Oceanospirillaceae
A00004089,g__Streptococcus
A00004084,f__Rhodobacteraceae
A00004085,g__Thermus
A00004086,g__Candidatus_Pelagibacter
A00004087,c__Gammaproteobacteria
A00004080,g__Burkholderia
A00004081,g__Bacillus
A00004082,g__Sphingomonas
A00004083,g__Desulfovibrio
A00001564,f__Micromonosporaceae
A00001565,g__Vibrio
A00004262,g__Alcaligenes_Achromobacter
A00001567,g__Yersinia
A00001560,g__Treponema
A00004265,g__Burkholderia
A00004266,g__Streptococcus
A00004268,g__Rahnella
A00004269,g__Lachnoclostridium
A00001568,g__Zymomonas
A00001569,g__Bacillus
A00002037,g__Vibrio
A00002036,g__Bacillus
A00002035,f__Cyclobacteriaceae
A00002034,g__Cupriavidus
A00002033,g__Corynebacterium
A00002032,g__Escherichia
A00005023,g__Pseudomonas
A00005022,g__Blattabacterium
A00005029,g__Mesorhizobium
A00005028,g__Pseudomonas
A00002039,g__Bacillus
A00002038,g__Corynebacterium
A00003078,g__Streptococcus
A00003079,g__Mesorhizobium
A00003074,g__Peptoniphilus
A00003075,g__Rhizobium
A00003076,g__Treponema
A00003077,o__Solirubrobacterales
A00003070,g__Segniliparus
A00003071,g__Lactobacillus
A00003072,g__Pseudomonas
A00003073,g__Leuconostoc
A00003423,g__Amycolatopsis
A00004868,g__Bacillus
A00004869,g__Paenibacillus
A00003422,g__Staphylococcus
A00004862,o__Rhodospirillales
A00004863,g__Mycoplasma
A00004860,g__Brachyspira
A00004866,g__Streptococcus
A00004867,g__Streptococcus
A00004864,g__Helicobacter
A00004865,g__Streptococcus
A00003420,g__Streptococcus
A00003427,g__Acidithiobacillus
A00003426,g__Escherichia
A00003425,f__Erysipelotrichaceae
A00003424,g__Staphylococcus
A00002101,g__Helicobacter
A00001919,g__Pyrobaculum
A00001915,g__Ktedonobacter
A00001914,g__Caldilinea
A00001916,k__Bacteria
A00001911,o__Cenarchaeales
A00001910,p__Caldiserica
A00001913,g__Oceaniovalibus
A00001912,p__[Caldithrixae]
A00001890,g__Bacteroides
A00001891,g__Bacteroides
A00002623,g__Staphylococcus
A00002100,g__Bacillus
A00003203,g__Brucella
A00001893,g__Capnocytophaga
A00003202,g__Streptococcus
A00001894,g__Chlamydophila
A00003201,g__Burkholderia
A00001895,g__Dysgonomonas
A00005630,f__Bifidobacteriaceae
A00001896,g__Dysgonomonas
A00003207,g__Saccharomonospora
A00004605,g__Salmonella
A00002107,f__Rhodobacteraceae
A00003206,g__Burkholderia
A00003205,g__Acinetobacter
A00003204,g__Bacillus
A00004699,g__Arthrobacter
A00004698,g__Arthrobacter
A00004691,g__Leptospira
A00004690,g__Streptococcus
A00004693,f__Rhodospirillales
A00004692,g__Bacillus
A00004695,g__Thioalkalivibrio
A00004428,g__Deinococcus
A00004696,g__Thioalkalivibrio
A00004429,g__Enterococcus
A00002104,g__Thermaerobacter
A00002936,g__Acinetobacter
A00002937,g__Francisella
A00002934,g__Pseudoalteromonas
A00002935,g__Burkholderia
A00002932,g__Bradyrhizobium
A00002933,g__Burkholderia
A00002930,g__Bradyrhizobium
A00002931,f__Rhodobacteraceae
A00001414,f__Coriobacteriaceae
A00000208,g__Pseudomonas
A00000209,g__Pseudomonas
A00001415,g__Haemophilus
A00000202,f__Alteromonadaceae
A00000203,g__Pseudoalteromonas
A00000200,f__Synechococcaceae
A00000201,g__Propionibacterium
A00000206,g__Pseudomonas
A00001416,g__Haemophilus
A00000204,g__Pseudomonas
A00000205,g__Pseudomonas
A00001417,g__Haemophilus
A00001009,g__Paenibacillus
A00001008,g__Gardnerella
A00001007,g__Fibrobacter
A00001410,f__Ruminococcaceae
A00001005,g__Escherichia
A00004524,g__Mycobacterium
A00001003,g__Edwardsiella
A00001002,g__Dickeya
A00004521,f__Alicyclobacillaceae
A00001411,g__Faecalibacterium
A00001412,g__Faecalibacterium
A00004425,g__Streptococcus
A00004252,g__Lactobacillus
A00003513,g__Ruminococcus
A00003512,g__Campylobacter
A00003511,g__Psychrobacter
A00003510,g__Rubrobacter
A00003517,g__Treponema
A00003516,g__Desulfitobacterium
A00003515,f__Aerococcaceae
A00003514,g__Veillonella
A00003519,g__Rhodococcus
A00003518,g__Candidatus_Arthromitus
A00002200,g__Lactobacillus
A00004254,g__Actinobacillus
A00002202,g__Escherichia
A00002203,g__Actinobacillus
A00002204,g__Thermus
A00002205,g__Taylorella
A00002206,g__Pasteurella
A00002207,g__Brucella
A00002208,g__Streptococcus
A00002209,g__Spirosoma
A00004257,g__Allobaculum
A00004546,g__Desulfatibacillum
A00004989,g__Mycobacterium
A00004988,g__Bacillus
A00004985,g__Mycobacterium
A00004984,g__Mycobacterium
A00004987,g__Mycobacterium
A00004986,g__Mycobacterium
A00004981,g__Beggiatoa
A00004980,g__Duganella
A00004983,g__Salinispora
A00004982,g__Ureaplasma
A00001043,g__Thermotoga
A00004256,g__Loktanella
A00005640n0,g__Polaribacter
A00005640n1,g__Polaribacter
A00004062,g__Bradyrhizobium
A00004063,o__Rhizobiales
A00004060,g__Pseudomonas
A00004061,g__Gardnerella
A00004066,g__Roseburia
A00004067,g__Actinobacillus
A00004064,g__Neisseria
A00004065,g__Eggerthella
A00004068,g__Candidatus_Pelagibacter
A00004069,g__Janthinobacterium
A00005643,g__Thioalkalivibrio
A00004206,g__Lactobacillus
A00004207,g__Escherichia
A00004204,g__Gordonia
A00004205,g__Vibrio
A00004202,g__Pseudomonas
A00004203,g__Megasphaera
A00004200,g__Roseomonas
A00004201,g__Streptococcus
A00004208,g__Blautia
A00004209,g__Acinetobacter
A00000926,g__Desulfotomaculum
A00005009,g__Neisseria
A00005008,g__Herbaspirillum
A00002059,g__Lactobacillus
A00002058,g__Chloroflexus
A00002055,f__Comamonadaceae
A00002054,g__Gluconacetobacter
A00002057,g__Neisseria
A00005000,g__Klebsiella
A00005007,g__Neisseria
A00002050,g__Mycoplasma
A00002053,g__Enterococcus
A00005004,g__Neisseria
A00003898,g__Mycobacterium
A00003899,g__Staphylococcus
A00003893,g__Salinispora
A00003890,g__Yersinia
A00003891,g__Staphylococcus
A00003896,g__Campylobacter
A00003897,g__Yersinia
A00003895,k__Bacteria
A00005551,g__Halomonas
A00005550,f__[Salsuginibacillaceae]
A00003092,g__Rhizobium
A00003093,g__Pseudomonas
A00003090,g__Bacteroides
A00003091,g__Megasphaera
A00003096,f__Rhodobacteraceae
A00003097,g__Brucella
A00003094,o__Burkholderiales
A00003095,g__Amycolatopsis
A00003098,g__Campylobacter
A00003099,g__Gardnerella
A00005553,g__Prevotella
A00005552,g__Prevotella
A00005555,c__Oxyphotobacteria
A00004840,g__Salinispora
A00004841,g__Salinispora
A00004842,g__Salinispora
A00004843,g__Salinispora
A00004844,g__Salinispora
A00004845,g__Salinispora
A00004846,g__Salinispora
A00004847,f__Sinobacteraceae
A00004848,f__Desulfobacteraceae
A00004849,g__Thioalkalivibrio
A00005554,g__Leisingera
A00005557,g__Enterococcus
A00004694,g__Dyadobacter
A00005246,g__Moraxella
A00005556,g__Neisseria
A00001933,f__Halobacteriaceae
A00001932,f__Sulfolobaceae
A00001931,f__Halobacteriaceae
A00001937,f__Halobacteriaceae
A00001936,f__Thermoplasmataceae
A00001935,f__Halobacteriaceae
A00001934,f__Thermococcaceae
A00001939,f__Thermococcaceae
A00001938,o__Cenarchaeales
A00003812,g__Roseovarius
A00003813,g__Bacillus
A00005269,g__Mycobacterium
A00005268,g__Microbacterium
A00003816,g__Bacillus
A00003817,g__Frankia
A00003814,o__Burkholderiales
A00003815,g__Ralstonia
A00002811,g__Burkholderia
A00002810,g__Escherichia
A00005261,g__Pseudomonas
A00005260,g__Pantoea
A00002938,g__Corynebacterium
A00002815,f__Rhizobiaceae
A00005619,g__Stenotrophomonas
A00002814,f__Methylococcaceae
A00005616,g__Thioalkalivibrio
A00002817,g__Brucella
A00005617,g__Thioalkalivibrio
A00002816,g__Streptococcus
A00005614,g__Leptospira
A00001241,g__Streptococcus
A00001240,f__Xanthobacteraceae
A00001243,g__Streptococcus
A00001242,g__Streptococcus
A00001245,g__Thermoanaerobacter
A00001244,g__Sulfurimonas
A00001247,f__[Thermovenabulaceae]
A00001246,g__Thermoanaerobacterium
A00001249,g__Campylobacter
A00001248,g__Vulcanisaeta
A00005613,g__Leptospira
A00005610,g__Saccharibacillus
A00005611,g__Leptospira
A00002915,f__Beijerinckiaceae
A00002916,g__Helicobacter
A00002917,f__Veillonellaceae
A00002910,g__Campylobacter
A00002911,g__Vibrio
A00002912,g__Micrococcus
A00002913,g__Mycobacterium
A00002918,g__Lactobacillus
A00000220,g__Rhodopseudomonas
A00000221,g__Rhodopseudomonas
A00000222,g__Rhodopseudomonas
A00000223,g__Rhodopseudomonas
A00000224,g__Rhodospirillum
A00000225,g__Rickettsia
A00000226,g__Rickettsia
A00000228,g__Rickettsia
A00000229,g__Rickettsia
A00003146,g__Rickettsiaceae
A00001797,g__Bacteroides
A00004544,g__Mycobacterium
A00001795,f__Helicobacteraceae
A00003147,g__Mobiluncus
A00001061,g__Bifidobacterium
A00001060,f__Alicyclobacillaceae
A00001063,g__Brachyspira
A00001062,g__Borrelia
A00003140,g__Pseudomonas
A00004549,g__Escherichia
A00001068,g__Caulobacter
A00001799,g__Bacteroides
A00003141,c__Chloroflexi
A00005498,g__Salmonella
A00005499,g__Salmonella
A00000300,g__Thermotoga
A00003634,f__Sphingomonadaceae
A00005490,g__Salmonella
A00000307,g__Treponema
A00005492,g__Escherichia
A00003143,g__Peptoclostridium
A00005494,g__Pseudomonas
A00005495,g__Neisseria
A00005496,g__Pseudomonas
A00000306,g__Treponema
A00000305,g__Sulfurimonas
A00000304,g__Thiomicrospira
A00000207,g__Pseudomonas
A00004529,g__Escherichia
A00004528,g__Escherichia
A00004527,g__Escherichia
A00004526,g__Mycobacterium
A00004525,g__Mycobacterium
A00001004,g__Escherichia
A00004523,g__Mycobacterium
A00004522,g__Salinispora
A00002266,g__Pseudomonas
A00002267,g__Faecalibacterium
A00002264,g__Sphingomonas
A00002265,g__Escherichia
A00002262,g__Rubrivivax
A00001001,g__Dehalococcoides
A00002260,g__Bilophila
A00002261,g__Haemophilus
A00004520,g__Salinispora
A00002268,g__Haemophilus
A00002269,g__Leptotrichia
A00003799,g__Arcanobacterium
A00003798,f__Opitutaceae
A00003795,g__Mycobacterium
A00003794,g__Serratia
A00003797,g__Desulfotomaculum
A00003796,p__Thermodesulfobacteria
A00003791,g__Agrobacterium
A00003790,f__Cytophagaceae
A00003793,g__Helicobacter
A00003792,g__Frankia
A00004600,g__Lactobacillus
A00004601,g__Lactobacillus
A00004606,g__Salmonella
A00004607,f__Cyclobacteriaceae
A00003139,g__Enterococcus
A00003138,g__Anaerotruncus
A00003131,g__Corynebacterium
A00003130,f__Aerococcaceae
A00003133,g__Escherichia
A00003132,g__Peptoniphilus
A00003135,g__Rickettsia
A00003134,g__Citromicrobium
A00003137,g__Listeria
A00003136,g__Rhizobium
A00004604,g__Salmonella
A00001875,g__Helicobacter
A00004048,g__Campylobacter
A00004049,g__Bacteroides
A00004040,g__Streptomyces
A00004041,g__Rhodothermus
A00004042,g__Streptococcus
A00004043,g__Rhizobium
A00004044,g__Prevotella
A00004045,g__Cellulomonas
A00004046,g__Mannheimia
A00004047,g__Mycobacterium
A00004228,g__Sinorhizobium_Ensifer
A00004229,f__Chromatiaceae
A00004224,f__Neisseriaceae
A00004225,g__Methylomonas
A00004226,g__Campylobacter
A00004227,g__Mobiluncus
A00004220,g__Campylobacter
A00004221,g__Peptoclostridium
A00004222,g__Lactobacillus
A00004223,g__Neisseria
A00005665,g__Leptospira
A00001478,g__Candidatus_Pelagibacter
A00001472,g__Blattabacterium
A00001473,g__Buchnera
A00001470,o__Corynebacteriales
A00001471,g__Bacillus
A00001476,o__Rickettsiales
A00001477,f__Enterobacteriaceae
A00001474,g__Burkholderia
A00001475,g__Burkholderia
A00002073,g__Methylomonas
A00002072,g__Staphylococcus
A00002071,g__Ureaplasma
A00002070,g__Atopobium
A00002077,g__Bacillus
A00002076,g__Escherichia
A00002075,f__Ruminococcaceae
A00002074,g__Streptococcus
A00005577,g__Streptomyces
A00005576,g__Salinispora
A00002079,g__Paenibacillus
A00002078,g__Rickettsia
A00005573,g__Alteromonas
A00005572,g__Alteromonas
A00005571,g__Alteromonas
A00005570,f__[Halobacillaceae]
A00003302,g__Neisseria
A00003303,g__Bacillus
A00003300,f__Rhodobacteraceae
A00003301,g__Pectobacterium
A00003306,g__Brucella
A00003307,g__Saccharomonospora
A00003304,g__Mannheimia
A00003305,f__[Barnesiellaceae]
A00003308,g__Peptoniphilus
A00003309,c__Alphaproteobacteria
A00005661,g__Desulfitobacterium
A00005660,g__Clostridium
A00005288,g__Enterococcus
A00004826,g__Streptococcus
A00004827,g__Simiduia
A00004824,g__Klebsiella
A00004825,g__Bacillus
A00004822,g__Klebsiella
A00004823,g__Thioalkalivibrio
A00004820,g__Thioalkalivibrio
A00004821,g__Thioalkalivibrio
A00001306,g__Enterobacter
A00004828,g__Thermus
A00004829,g__Streptomyces
A00001307,g__Erwinia
A00001300,g__Deinococcus
A00001301,g__Desulfobulbus
A00001302,g__Desulfovibrio
A00001303,k__Bacteria
A00002201,g__Streptococcus
A00005669,g__Listeria
A00005687,g__Escherichia
A00005686,g__Candidatus_Portiera
A00004444,g__Mycobacterium
A00005681,g__Streptomyces
A00005668,g__Bartonella
A00005683,f__Helicobacteraceae
A00005682,g__Lactobacillus
A00004445,g__Bacillus
A00004446,g__Bacillus
A00005680,g__Azospirillum
A00000790,g__Coxiella
A00000791,g__Coxiella
A00000792,o__Chroococcales
A00000021,g__Bacteroides
A00000794,g__Crocosphaera
A00000027,g__Bifidobacterium
A00000024,g__Bartonella
A00000797,g__Desulfovibrio
A00000798,g__Desulfovibrio
A00000799,g__Desulfurococcus
A00000028,f__Alcaligenaceae
A00000029,f__Alcaligenaceae
A00001267,g__Xylella
A00001266,g__Staphylococcus
A00001265,g__Staphylococcus
A00001264,g__Staphylococcus
A00001263,g__Ureaplasma
A00001262,f__Entomoplasmataceae
A00001261,g__Lactococcus
A00001260,g__Lactobacillus
A00001269,g__Granulicella
A00001268,g__Alcaligenes_Achromobacter
A00004441,g__Coxiella
A00000246,g__Escherichia
A00000247,f__Rhodobacteraceae
A00000244,g__Escherichia
A00000245,g__Escherichia
A00000242,g__Shewanella
A00000243,g__Escherichia
A00000240,g__Shewanella
A00000241,g__Shewanella
A00000248,f__Rhodobacteraceae
A00000249,g__Sinorhizobium_Ensifer
A00004442,g__Escherichia
A00004443,f__Ruminococcaceae
