tax_id,parent_id,rank,tax_name,root,kingdom,phylum,class,order,family,genus,species
f__Xenococcaceae,o__Chroococcales,family,f__Xenococcaceae,Root,k__Bacteria,p__Cyanobacteria,c__Oxyphotobacteria,o__Chroococcales,f__Xenococcaceae,,
g__Parvimonas,f__[Tissierellaceae],genus,g__Parvimonas,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__[Tissierellaceae],g__Parvimonas,
s__micra,g__Parvimonas,species,s__micra,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__[Tissierellaceae],g__Parvimonas,s__micra
g__Actinopolyspora,f__Pseudonocardiaceae,genus,g__Actinopolyspora,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Pseudonocardiales,f__Pseudonocardiaceae,g__Actinopolyspora,
g__Calothrix,f__Nostocaceae,genus,g__Calothrix,Root,k__Bacteria,p__Cyanobacteria,c__Oxyphotobacteria,o__Nostocales,f__Nostocaceae,g__Calothrix,
g__Pelobacter,f__Desulfuromonadaceae,genus,g__Pelobacter,Root,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteriae1,o__Desulfuromonadales,f__Desulfuromonadaceae,g__Pelobacter,
g__Mucilaginibacter,f__Sphingobacteriaceae,genus,g__Mucilaginibacter,Root,k__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Mucilaginibacter,
g__Bilophila,f__Desulfovibrionaceae,genus,g__Bilophila,Root,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteriae1,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Bilophila,
p__SR1,k__Bacteria,phylum,p__SR1,Root,k__Bacteria,p__SR1,,,,,
g__Alteromonas,f__Alteromonadaceae,genus,g__Alteromonas,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Alteromonadaceae,g__Alteromonas,
g__Oceanimonas,f__Aeromonadaceae,genus,g__Oceanimonas,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Aeromonadales,f__Aeromonadaceae,g__Oceanimonas,
f__Cellulomonadaceae,o__[Cellulomonadales],family,f__Cellulomonadaceae,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__[Cellulomonadales],f__Cellulomonadaceae,,
g__Cellulomonas,f__Cellulomonadaceae,genus,g__Cellulomonas,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__[Cellulomonadales],f__Cellulomonadaceae,g__Cellulomonas,
s__flavigena,g__Cellulomonas,species,s__flavigena,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__[Cellulomonadales],f__Cellulomonadaceae,g__Cellulomonas,s__flavigena
g__Mannheimia,f__Pasteurellaceae,genus,g__Mannheimia,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Mannheimia,
s__haemolytica,g__Mannheimia,species,s__haemolytica,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Mannheimia,s__haemolytica
g__Spirosoma,f__Cytophagaceae,genus,g__Spirosoma,Root,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Cytophagaceae,g__Spirosoma,
f__Aurantimonadaceae,o__Rhizobiales,family,f__Aurantimonadaceae,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Aurantimonadaceae,,
s__sputigena,g__Selenomonas,species,s__sputigena,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Veillonellaceae,g__Selenomonas,s__sputigena
o__PHOS-HD29,c__Deltaproteobacteriae1,order,o__PHOS-HD29,Root,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteriae1,o__PHOS-HD29,,,
s__campestris,g__Xanthomonas,species,s__campestris,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Xanthomonas,s__campestris
g__Octadecabacter,f__Rhodobacteraceae,genus,g__Octadecabacter,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Octadecabacter,
s__proteoclasticus,g__Butyrivibrio,species,s__proteoclasticus,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Butyrivibrio,s__proteoclasticus
g__Pseudonocardia,f__Pseudonocardiaceae,genus,g__Pseudonocardia,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Pseudonocardiales,f__Pseudonocardiaceae,g__Pseudonocardia,
g__Delftia,f__Comamonadaceae,genus,g__Delftia,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Delftia,
g__Gluconobacter,f__Acetobacteraceae,genus,g__Gluconobacter,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,g__Gluconobacter,
g__Hyphomicrobium,f__Hyphomicrobiaceae,genus,g__Hyphomicrobium,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Hyphomicrobiaceae,g__Hyphomicrobium,
g__Desulfonispora,f__Peptococcaceae,genus,g__Desulfonispora,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptococcaceae,g__Desulfonispora,
g__Azorhizobium,f__Xanthobacteraceae,genus,g__Azorhizobium,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,g__Azorhizobium,
g__Polynucleobacter,f__Burkholderiaceae,genus,g__Polynucleobacter,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Polynucleobacter,
g__Xanthobacter,f__Xanthobacteraceae,genus,g__Xanthobacter,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,g__Xanthobacter,
g__Acidobacterium,f__Acidobacteriaceae,genus,g__Acidobacterium,Root,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Acidobacteriaceae,g__Acidobacterium,
g__Saccharibacillus,f__Paenibacillaceae,genus,g__Saccharibacillus,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae,g__Saccharibacillus,
s__typhi,g__Rickettsia,species,s__typhi,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__Rickettsiaceae,g__Rickettsia,s__typhi
g__DEV007,f__Verrucomicrobiaceae,genus,g__DEV007,Root,k__Bacteria,p__Verrucomicrobia,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Verrucomicrobiaceae,g__DEV007,
o__[Micavibrionales],c__Alphaproteobacteria,order,o__[Micavibrionales],Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__[Micavibrionales],,,
s__johnsonii,g__Lactobacillus,species,s__johnsonii,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__johnsonii
f__Dermacoccaceae,o__[Dermatophilales],family,f__Dermacoccaceae,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__[Dermatophilales],f__Dermacoccaceae,,
g__Desulfococcus,f__Desulfobacteraceae,genus,g__Desulfococcus,Root,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteriae1,o__Desulfobacterales,f__Desulfobacteraceae,g__Desulfococcus,
g__Vulcanisaeta,f__Thermoproteaceae,genus,g__Vulcanisaeta,Root,k__Archaea,p__Crenarchaeota,c__Crenarchaeota,o__Thermoproteales,f__Thermoproteaceae,g__Vulcanisaeta,
g__Candidatus_Sulcia,f__Blattabacteriaceae,genus,g__Candidatus_Sulcia,Root,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Blattabacteriaceae,g__Candidatus_Sulcia,
g__Desulotalea,f__Desulfobulbaceae,genus,g__Desulotalea,Root,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteriae1,o__Desulfobacterales,f__Desulfobulbaceae,g__Desulotalea,
g__Dasania,f__Alteromonadaceae,genus,g__Dasania,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Alteromonadaceae,g__Dasania,
g__Marinobacterium,f__Oceanospirillaceae,genus,g__Marinobacterium,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Oceanospirillaceae,g__Marinobacterium,
g__Methylophilus,f__Methylophilaceae,genus,g__Methylophilus,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Methylophilales,f__Methylophilaceae,g__Methylophilus,
s__agri,g__Brevibacillus,species,s__agri,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae,g__Brevibacillus,s__agri
g__Sphingobacterium,f__Sphingobacteriaceae,genus,g__Sphingobacterium,Root,k__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Sphingobacterium,
g__Thermus,f__Thermaceae,genus,g__Thermus,Root,k__Bacteria,p__Thermi,c__Deinococci,o__Thermales,f__Thermaceae,g__Thermus,
s__longbeachae,g__Legionella,species,s__longbeachae,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Legionellaceae,g__Legionella,s__longbeachae
f__Methanosaetaceae,o__Methanosarcinales,family,f__Methanosaetaceae,Root,k__Archaea,p__Euryarchaeota,c__Methanomicrobia,o__Methanosarcinales,f__Methanosaetaceae,,
g__Methanosaeta,f__Methanosaetaceae,genus,g__Methanosaeta,Root,k__Archaea,p__Euryarchaeota,c__Methanomicrobia,o__Methanosarcinales,f__Methanosaetaceae,g__Methanosaeta,
g__Melissococcus,f__Enterococcaceae,genus,g__Melissococcus,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Enterococcaceae,g__Melissococcus,
s__plutonius,g__Melissococcus,species,s__plutonius,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Enterococcaceae,g__Melissococcus,s__plutonius
s__equi,g__Streptococcus,species,s__equi,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__equi
g__Rhodothermus,f__Rhodothermaceae,genus,g__Rhodothermus,Root,k__Bacteria,p__Bacteroidetes,c__[Rhodothermi],o__[Rhodothermales],f__Rhodothermaceae,g__Rhodothermus,
g__Kocuria,f__Micrococcaceae,genus,g__Kocuria,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,g__Kocuria,
g__Kangiella,f__Alcanivoraceae,genus,g__Kangiella,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Alcanivoraceae,g__Kangiella,
g__Nodosilinea,f__Pseudanabaenaceae,genus,g__Nodosilinea,Root,k__Bacteria,p__Cyanobacteria,c__Oxyphotobacteria,o__Pseudanabaenales,f__Pseudanabaenaceae,g__Nodosilinea,
s__thermophilus,g__Thermus,species,s__thermophilus,Root,k__Bacteria,p__Thermi,c__Deinococci,o__Thermales,f__Thermaceae,g__Thermus,s__thermophilus
g__Anaerotruncus,f__Ruminococcaceae,genus,g__Anaerotruncus,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Anaerotruncus,
g__Oceaniovalibus,f__Rhodobacteraceae,genus,g__Oceaniovalibus,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Oceaniovalibus,
p__[Caldithrixae],k__Bacteria,phylum,p__[Caldithrixae],Root,k__Bacteria,p__[Caldithrixae],,,,,
g__Dysgonomonas,f__Porphyromonadaceae,genus,g__Dysgonomonas,Root,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Dysgonomonas,
g__Pseudoalteromonas,f__Pseudoalteromonadaceae,genus,g__Pseudoalteromonas,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Pseudoalteromonadaceae,g__Pseudoalteromonas,
g__Faecalibacterium,f__Ruminococcaceae,genus,g__Faecalibacterium,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Faecalibacterium,
s__prausnitzii,g__Faecalibacterium,species,s__prausnitzii,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Faecalibacterium,s__prausnitzii
g__Beggiatoa,f__Thiotrichaceae,genus,g__Beggiatoa,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Thiotrichales,f__Thiotrichaceae,g__Beggiatoa,
g__Janthinobacterium,f__Oxalobacteraceae,genus,g__Janthinobacterium,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Janthinobacterium,
g__Herbaspirillum,f__Oxalobacteraceae,genus,g__Herbaspirillum,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Herbaspirillum,
g__Leisingera,f__Rhodobacteraceae,genus,g__Leisingera,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Leisingera,
s__nanhaiensis,g__Leisingera,species,s__nanhaiensis,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Leisingera,s__nanhaiensis
g__Dyadobacter,f__Cytophagaceae,genus,g__Dyadobacter,Root,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Cytophagaceae,g__Dyadobacter,
o__Alphaproteobacteria,c__Proteobacteria,order,o__Alphaproteobacteria,Root,k__Bacteria,p__Bacteria,c__Proteobacteria,o__Alphaproteobacteria,,,
f__Rickettsiales,o__Alphaproteobacteria,family,f__Rickettsiales,Root,k__Bacteria,p__Bacteria,c__Proteobacteria,o__Alphaproteobacteria,f__Rickettsiales,,
g__Rickettsiaceae,f__Rickettsiales,genus,g__Rickettsiaceae,Root,k__Bacteria,p__Bacteria,c__Proteobacteria,o__Alphaproteobacteria,f__Rickettsiales,g__Rickettsiaceae,
s__Wolbachia,g__Rickettsiaceae,species,s__Wolbachia,Root,k__Bacteria,p__Bacteria,c__Proteobacteria,o__Alphaproteobacteria,f__Rickettsiales,g__Rickettsiaceae,s__Wolbachia
f__[Micavibrionaceae],o__[Micavibrionales],family,f__[Micavibrionaceae],Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__[Micavibrionales],f__[Micavibrionaceae],,
g__Rubrivivax,f__Comamonadaceae,genus,g__Rubrivivax,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Rubrivivax,
f__Bacteriovoracaceae,o__Bdellovibrionales,family,f__Bacteriovoracaceae,Root,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteriae1,o__Bdellovibrionales,f__Bacteriovoracaceae,,
g__Lysobacter,f__Xanthomonadaceae,genus,g__Lysobacter,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Lysobacter,
g__Pseudoflavonifractor,f__Oscillospiraceae,genus,g__Pseudoflavonifractor,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Oscillospiraceae,g__Pseudoflavonifractor,
g__Oscillibacter,f__Oscillospiraceae,genus,g__Oscillibacter,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Oscillospiraceae,g__Oscillibacter,
f__Desulfurobacteriaceae,o__Aquificales,family,f__Desulfurobacteriaceae,Root,k__Bacteria,p__Aquificae,c__Aquificae,o__Aquificales,f__Desulfurobacteriaceae,,
g__[Erysipelatoeubacterium],f__Erysipelotrichaceae,genus,g__[Erysipelatoeubacterium],Root,k__Bacteria,p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__[Erysipelatoeubacterium],
g__Orientia,f__Rickettsiaceae,genus,g__Orientia,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__Rickettsiaceae,g__Orientia,
p__Lentisphaerae,k__Bacteria,phylum,p__Lentisphaerae,Root,k__Bacteria,p__Lentisphaerae,,,,,
c__Lentiphaeria,p__Lentisphaerae,class,c__Lentiphaeria,Root,k__Bacteria,p__Lentisphaerae,c__Lentiphaeria,,,,
o__Victivallales,c__Lentiphaeria,order,o__Victivallales,Root,k__Bacteria,p__Lentisphaerae,c__Lentiphaeria,o__Victivallales,,,
p__PVC,k__Bacteria,phylum,p__PVC,Root,k__Bacteria,p__PVC,,,,,
c__Omnitrophica_OP3,p__PVC,class,c__Omnitrophica_OP3,Root,k__Bacteria,p__PVC,c__Omnitrophica_OP3,,,,
c__Hydrogenetes_NKB19,p__Bacteria,class,c__Hydrogenetes_NKB19,Root,k__Bacteria,p__Bacteria,c__Hydrogenetes_NKB19,,,,
c__Latescobacteria_WS3,p__FCB,class,c__Latescobacteria_WS3,Root,k__Bacteria,p__FCB,c__Latescobacteria_WS3,,,,
g__Pseudovibrio,f__Rhodobacteraceae,genus,g__Pseudovibrio,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Pseudovibrio,
s__thermophiluse1,g__Streptococcus,species,s__thermophiluse1,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__thermophiluse1
o__Catenulisporales,c__Actinobacteria,order,o__Catenulisporales,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Catenulisporales,,,
g__Candidatus_Puniceispirillum,f__Rhodospirillales,genus,g__Candidatus_Puniceispirillum,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillales,g__Candidatus_Puniceispirillum,
g__Psychroflexus,f__Flavobacteriaceae,genus,g__Psychroflexus,Root,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Psychroflexus,
s__larvae,g__Paenibacillus,species,s__larvae,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae,g__Paenibacillus,s__larvae
g__Synechococcus,f__Pseudanabaenaceae,genus,g__Synechococcus,Root,k__Bacteria,p__Cyanobacteria,c__Oxyphotobacteria,o__Pseudanabaenales,f__Pseudanabaenaceae,g__Synechococcus,
s__elongatus,g__Synechococcus,species,s__elongatus,Root,k__Bacteria,p__Cyanobacteria,c__Oxyphotobacteria,o__Pseudanabaenales,f__Pseudanabaenaceae,g__Synechococcus,s__elongatus
s__ruminis,g__Lactobacillus,species,s__ruminis,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__ruminis
p__Latescibacteria,k__Bacteria,phylum,p__Latescibacteria,Root,k__Bacteria,p__Latescibacteria,,,,,
f__[Microgenomataceae],o__[Microgenomatales],family,f__[Microgenomataceae],Root,k__Bacteria,p__Microgenomates,c__[Microgenomatia],o__[Microgenomatales],f__[Microgenomataceae],,
g__Candidatus_Microgenomatus,f__[Microgenomataceae],genus,g__Candidatus_Microgenomatus,Root,k__Bacteria,p__Microgenomates,c__[Microgenomatia],o__[Microgenomatales],f__[Microgenomataceae],g__Candidatus_Microgenomatus,
g__Anaerophaga,f__Marinilabiaceae,genus,g__Anaerophaga,Root,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Marinilabiaceae,g__Anaerophaga,
g__Citromicrobium,f__Sphingomonadaceae,genus,g__Citromicrobium,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Citromicrobium,
s__oshimai,g__Thermus,species,s__oshimai,Root,k__Bacteria,p__Thermi,c__Deinococci,o__Thermales,f__Thermaceae,g__Thermus,s__oshimai
g__Herminiimonas,f__Oxalobacteraceae,genus,g__Herminiimonas,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Herminiimonas,
p__Elusimicrobia,k__Bacteria,phylum,p__Elusimicrobia,Root,k__Bacteria,p__Elusimicrobia,,,,,
s__hydrogenalis,g__Anaerococcus,species,s__hydrogenalis,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__[Tissierellaceae],g__Anaerococcus,s__hydrogenalis
g__Photorhabdus,f__Enterobacteriaceae,genus,g__Photorhabdus,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Photorhabdus,
o__Planctomycetales,c__Planctomycetia,order,o__Planctomycetales,Root,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Planctomycetales,,,
f__Planctomycetaceae,o__Planctomycetales,family,f__Planctomycetaceae,Root,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Planctomycetales,f__Planctomycetaceae,,
g__Planctomyces,f__Planctomycetaceae,genus,g__Planctomyces,Root,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Planctomycetales,f__Planctomycetaceae,g__Planctomyces,
s__formicigenerans,g__Dorea,species,s__formicigenerans,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Dorea,s__formicigenerans
f__Enterobacteriales,o__Gammaproteobacteria,family,f__Enterobacteriales,Root,k__Bacteria,p__Bacteria,c__Proteobacteria,o__Gammaproteobacteria,f__Enterobacteriales,,
g__Enterobacteriaceae,f__Enterobacteriales,genus,g__Enterobacteriaceae,Root,k__Bacteria,p__Bacteria,c__Proteobacteria,o__Gammaproteobacteria,f__Enterobacteriales,g__Enterobacteriaceae,
s__Salmonella,g__Enterobacteriaceae,species,s__Salmonella,Root,k__Bacteria,p__Bacteria,c__Proteobacteria,o__Gammaproteobacteria,f__Enterobacteriales,g__Enterobacteriaceae,s__Salmonella
g__Thermosipho,f__Thermotogaceae,genus,g__Thermosipho,Root,k__Bacteria,p__Thermotogae,c__Thermotogae,o__Thermotogales,f__Thermotogaceae,g__Thermosipho,
s__parasuis,g__Haemophilus,species,s__parasuis,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Haemophilus,s__parasuis
c__Endomicrobia,p__Elusimicrobia,class,c__Endomicrobia,Root,k__Bacteria,p__Elusimicrobia,c__Endomicrobia,,,,
o__[Endomicrobiales],c__Endomicrobia,order,o__[Endomicrobiales],Root,k__Bacteria,p__Elusimicrobia,c__Endomicrobia,o__[Endomicrobiales],,,
f__[Endomicrobiaceae],o__[Endomicrobiales],family,f__[Endomicrobiaceae],Root,k__Bacteria,p__Elusimicrobia,c__Endomicrobia,o__[Endomicrobiales],f__[Endomicrobiaceae],,
p__Microgenomates_OP11,k__Bacteria,phylum,p__Microgenomates_OP11,Root,k__Bacteria,p__Microgenomates_OP11,,,,,
g__Gallibacterium,f__Pasteurellaceae,genus,g__Gallibacterium,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Gallibacterium,
s__anatis,g__Gallibacterium,species,s__anatis,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Gallibacterium,s__anatis
o__Nautiliales,c__Epsilonproteobacteria,order,o__Nautiliales,Root,k__Bacteria,p__[Epsilonae],c__Epsilonproteobacteria,o__Nautiliales,,,
f__Nautiliaceae,o__Nautiliales,family,f__Nautiliaceae,Root,k__Bacteria,p__[Epsilonae],c__Epsilonproteobacteria,o__Nautiliales,f__Nautiliaceae,,
c__[Pedosphaeria],p__Verrucomicrobia,class,c__[Pedosphaeria],Root,k__Bacteria,p__Verrucomicrobia,c__[Pedosphaeria],,,,
o__[Pedosphaerales],c__[Pedosphaeria],order,o__[Pedosphaerales],Root,k__Bacteria,p__Verrucomicrobia,c__[Pedosphaeria],o__[Pedosphaerales],,,
f__[Pedosphaeraceae],o__[Pedosphaerales],family,f__[Pedosphaeraceae],Root,k__Bacteria,p__Verrucomicrobia,c__[Pedosphaeria],o__[Pedosphaerales],f__[Pedosphaeraceae],,
g__Pedosphaera,f__[Pedosphaeraceae],genus,g__Pedosphaera,Root,k__Bacteria,p__Verrucomicrobia,c__[Pedosphaeria],o__[Pedosphaerales],f__[Pedosphaeraceae],g__Pedosphaera,
g__Histophilus,f__Pasteurellaceae,genus,g__Histophilus,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Histophilus,
s__somni,g__Histophilus,species,s__somni,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Histophilus,s__somni
c__Saccharobacteria_TM7,p__Patescobacteria,class,c__Saccharobacteria_TM7,Root,k__Bacteria,p__Patescobacteria,c__Saccharobacteria_TM7,,,,
g__Pusillimonas,f__Alcaligenaceae,genus,g__Pusillimonas,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Alcaligenaceae,g__Pusillimonas,
